HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.headline,Input.details,Answer.web_url,Approve,Reject
3A3KKYU7P2GBZ1OUSROHNONNL8TWMN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3QL2OFSM96HAQ41JD38IDT05U6GCN7,A1VYQ8VL4HIP03,Approved,Thu Apr 16 15:06:47 PDT 2015,Thu Apr 16 15:09:26 PDT 2015,Thu Apr 16 15:19:26 PDT 2015,2015-04-16 22:23:08 UTC,,,159,100% (1/1),100% (1/1),100% (1/1),Supporters Raise $840K For Antiâ€“Gay Marriage Pizza Joint,"After the owners of an Indiana pizzeria said they wouldnâ€™t be comfortable catering gay weddings, in a statement that prompted threats and led them to close their establishment, supporters started an online fundraiser for their family that has raised more than $840,000.",It frustrates me that people are free to reject other's lifestyle.|I'm glad they raised the money.|The headline is fairly written and doesn't show bias toward one group or another.,,
3A3KKYU7P2GBZ1OUSROHNONNL8TWMN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3R9WASFE2ZFBA5ZC7T9DGMSH1XKZFQ,A26ECVTN0SFNBF,Approved,Thu Apr 16 15:54:55 PDT 2015,Thu Apr 16 16:09:28 PDT 2015,Thu Apr 16 16:19:28 PDT 2015,2015-04-16 23:23:08 UTC,,,873,100% (1/1),100% (1/1),100% (1/1),Supporters Raise $840K For Antiâ€“Gay Marriage Pizza Joint,"After the owners of an Indiana pizzeria said they wouldnâ€™t be comfortable catering gay weddings, in a statement that prompted threats and led them to close their establishment, supporters started an online fundraiser for their family that has raised more than $840,000.","Surpised: The amount of money seems excessive, the guy ran a pizza place; had he not gone out of business he probably wouldn't have made that much the rest of his life.|Doubt: I can't believe that a pizza place had to go out of over gay marriage in Indiana. Did they have a rush of gay weddings that wanted pizza at the reception in the past however many weeks it's been since they past that law? (I didn't look it up, I just remember it was in the news very recently)|Observation: I can see both sides of the argument. People shouldn't be discriminated against but people shouldn't lose their livelihood over standing up for their beliefs. Kids of parents who stand up for theirs certainly shouldn't.",,
3A3KKYU7P2GBZ1OUSROHNONNL8TWMN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3RXPCZQMQPAKT9AZA2636D8HPXD1G8,A2GQLW59SKDSJ6,Approved,Thu Apr 16 16:49:11 PDT 2015,Thu Apr 16 16:50:41 PDT 2015,Thu Apr 16 17:00:41 PDT 2015,2015-04-17 00:03:08 UTC,,,90,100% (14/14),100% (14/14),100% (14/14),Supporters Raise $840K For Antiâ€“Gay Marriage Pizza Joint,"After the owners of an Indiana pizzeria said they wouldnâ€™t be comfortable catering gay weddings, in a statement that prompted threats and led them to close their establishment, supporters started an online fundraiser for their family that has raised more than $840,000.","I am disgusted that they are anti-gay and people feel sympathy for them.|Playing devils advocate, I feel sad this family received threats.|Regardless of the family being threatened, this family and their values do not deserve sympathy or money for being close minded prejudiced people.",,
3A3KKYU7P2GBZ1OUSROHNONNL8TWMN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3X4JMASXCM8OV3H6YXAPRXYA4S60BE,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:10 PDT 2015,Thu Apr 16 15:11:54 PDT 2015,Thu Apr 16 15:21:54 PDT 2015,2015-04-16 22:23:08 UTC,,,284,100% (11/11),100% (11/11),100% (11/11),Supporters Raise $840K For Antiâ€“Gay Marriage Pizza Joint,"After the owners of an Indiana pizzeria said they wouldnâ€™t be comfortable catering gay weddings, in a statement that prompted threats and led them to close their establishment, supporters started an online fundraiser for their family that has raised more than $840,000.","840,000 dollars could have fed a lot of starving people, or bought a lot of text books, we crowd fund for the strangest things. |They weren't exactly anti-gay, they wouldn't cater straight weddings either. |What gay couple would have pizza catered to their wedding in the first place?",,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,354P56DE9K21U0YSUIHTW1IXGUX7SL,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:47 PDT 2015,Thu Apr 16 15:51:37 PDT 2015,Thu Apr 16 16:01:37 PDT 2015,2015-04-16 23:03:08 UTC,,,2630,100% (11/11),100% (11/11),100% (11/11),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.","Report by who?  who did this report? is this real? absolutely don't understand how that even works. |Now I wish I understood Instagram more because I am clueless how that happens. |Okay, I can see how this gives them a better look, but I think the headline is misleading, maybe ""as a tool to help choose colleges"" would be clearer.",,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,39ZSFO5CA8VAT8RYKW1QES5USMMJUO,A38DANCR578BY1,Approved,Thu Apr 16 15:53:53 PDT 2015,Thu Apr 16 15:58:00 PDT 2015,Thu Apr 16 16:08:00 PDT 2015,2015-04-16 23:08:08 UTC,,,247,100% (14/14),100% (14/14),100% (14/14),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",Pathetic since it shows the lack of even basic intelligence even after the post teen years.|Risky behavior since young people are thinking that technology is a substitute for basic thinking.|Socail media is becoming an integral part of life.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3IJXV6UZ1XIMI5FBYKLLXG3A88QRID,A2AFTOA85C1FM9,Approved,Thu Apr 16 15:27:37 PDT 2015,Thu Apr 16 15:28:27 PDT 2015,Thu Apr 16 15:38:27 PDT 2015,2015-04-16 22:43:08 UTC,,,50,100% (15/15),100% (15/15),100% (15/15),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",What happened to visiting them?|Is social media taking over looking at colleges?|We need to lose technology and go back to old ways.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3KYQYYSHYV62DH79EE36COIS5G6DOW,A2CF2BD4Q0ZDJN,Approved,Thu Apr 16 16:51:01 PDT 2015,Thu Apr 16 16:52:46 PDT 2015,Thu Apr 16 17:02:46 PDT 2015,2015-04-17 00:03:09 UTC,,,105,100% (2/2),100% (2/2),100% (2/2),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",It seems superficial.|Students seem more interested in the social life rather than the educational.|More evidence of the rapidly declining attention span of the younger generation.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3L4PIM1GQTF885UG227OJ4XYYRPRYK,A2NQT50GA2G1B0,Approved,Thu Apr 16 15:37:44 PDT 2015,Thu Apr 16 15:38:37 PDT 2015,Thu Apr 16 15:48:37 PDT 2015,2015-04-16 22:53:08 UTC,,,53,100% (15/15),100% (15/15),100% (15/15),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",Not good.|College is bolony.|Well whats float their boat.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3RRCEFRB7MB5URZ7HYXR30ONL4KB43,A1ODGBU73JE8S,Approved,Thu Apr 16 15:04:31 PDT 2015,Thu Apr 16 15:06:09 PDT 2015,Thu Apr 16 15:16:09 PDT 2015,2015-04-16 22:18:08 UTC,,,98,100% (1/1),100% (1/1),100% (1/1),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",It's not surprising that high school students are choosing colleges this way. |I wish parents were more involved in this process and would guide their children in the right direction. |I hope when my children are old enough that they do NOT choose their education in this manner.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3TOK3KHVJTHMW86ZN10KCW8WJ5Y7OS,A1C0H8G0YI15MN,Approved,Thu Apr 16 15:45:42 PDT 2015,Thu Apr 16 15:51:53 PDT 2015,Thu Apr 16 16:01:53 PDT 2015,2015-04-16 23:03:08 UTC,,,371,100% (13/13),100% (13/13),100% (13/13),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",I feel a bit good about the headline since decisions based on more accurate information are better decision.|I feel a bit misled by by headline.  It infers that only Instagram is being used which undoubtedly is not the case.|Those who want a party school will get what they want.  Other facts will also be determined.  Students will even know how to select their wardrobes in advance of attending.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3X4JMASXCM8OV3H6YXAPRXYA4SDB0W,A2JGJQN4REP8CQ,Approved,Thu Apr 16 16:33:41 PDT 2015,Thu Apr 16 16:36:04 PDT 2015,Thu Apr 16 16:46:04 PDT 2015,2015-04-16 23:48:08 UTC,,,143,100% (1/1),100% (1/1),100% (1/1),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",Truthful I often look on the social media to find information|Good that everything can be find in the social media|smart to search info before going to college,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3Z3ZLGNNSIT7G1IS02PYOKRGT4R3QO,AAXYYH9MI3PJM,Approved,Thu Apr 16 15:10:17 PDT 2015,Thu Apr 16 15:10:51 PDT 2015,Thu Apr 16 15:20:51 PDT 2015,2015-04-16 22:23:08 UTC,,,34,100% (15/15),100% (15/15),100% (15/15),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.",Dumb. If that is what they use they have problems.|Mad. This is seriously dumb.|Kids are stupid.,,
37M4O367VIHHMI9AWQ18XOAA1BPM5W,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:31 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:31 PDT 2015,,,3ZSY5X72NXAWERQEWFYQHDZWKHUROD,A2GQLW59SKDSJ6,Approved,Thu Apr 16 16:17:13 PDT 2015,Thu Apr 16 16:18:53 PDT 2015,Thu Apr 16 16:28:53 PDT 2015,2015-04-16 23:33:08 UTC,,,100,100% (14/14),100% (14/14),100% (14/14),Report: High School Students Using Instagram To Choose Colleges,"According to a report in Time magazine, many high school students are using Instagram to choose which college they will attend by checking out photos others have taken of the campus, at parties, or around town, which they say provide a more realistic look at the school than the materials the school publishes online.","Wow that is absurd to base such an important decision off of carefully filtered and photoshopped pictures.|This makes it sound more legitimate but still makes me sad to hear of this, that technology has come to this.|Don't the users of instagram realize that these photos aren't any more real than what colleges provide themselves? Instagram supports all that is fake!",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3180JW2OT4BT8T1JJVTI6GDET5P5JO,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:15 PDT 2015,Thu Apr 16 15:23:37 PDT 2015,Thu Apr 16 15:33:37 PDT 2015,2015-04-16 22:38:08 UTC,,,982,100% (11/11),100% (11/11),100% (11/11),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","It's a start, a small but real start. |I feel like it's insulting to say 'better workers', how about just paying the ones you have what they deserve first?|I don't know of a single McDonalds that pays 9.01 an hour, nevermind higher than that to bring the average to 9.01. I respect the decision but think it comes across as smug.",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,320DUZ38G7LROQQ30RC9AD43JE8JGP,A1VEM1AB7LSY0R,Approved,Thu Apr 16 16:03:31 PDT 2015,Thu Apr 16 16:05:22 PDT 2015,Thu Apr 16 16:15:22 PDT 2015,2015-04-16 23:18:09 UTC,,,111,100% (7/7),100% (7/7),100% (7/7),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","That's sweet of McDonald's.|the jump to $9.90 seems too small for a employee.|This is normal of business, trying to get as many workers as thye can.",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3C8HJ7UOP7THGFRTTGDQBCCQYYTMZH,A2AFTOA85C1FM9,Approved,Thu Apr 16 15:15:12 PDT 2015,Thu Apr 16 15:16:15 PDT 2015,Thu Apr 16 15:26:15 PDT 2015,2015-04-16 22:28:08 UTC,,,63,100% (15/15),100% (15/15),100% (15/15),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","Like someone at McDonald's need to make more than 7 a hour.|Want more money, go get a better job.|Just going make food prices go up more.",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3DI28L7YXADM9VE847GF6AN5CHS1EL,A2NQT50GA2G1B0,Approved,Thu Apr 16 15:40:55 PDT 2015,Thu Apr 16 15:41:40 PDT 2015,Thu Apr 16 15:51:40 PDT 2015,2015-04-16 22:53:09 UTC,,,45,100% (15/15),100% (15/15),100% (15/15),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.",They need to get real job.|I want 50.00 a hour for what i do dont mean i going to get it.|I need to go work there.,,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3DY4FPOOA1NR4BZBXRK4C5T4GAPVRH,A1AQK667NBERJ1,Approved,Thu Apr 16 15:47:07 PDT 2015,Thu Apr 16 15:47:52 PDT 2015,Thu Apr 16 15:57:52 PDT 2015,2015-04-16 22:58:09 UTC,,,45,100% (5/5),100% (5/5),100% (5/5),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","More money into the economy is always a good thing|McDonalds makes a bunch of money anyways. They should be paying more.|Lastly, I think the employees need to earn it as well, so that nobody takes this for granted.",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3EKVH9QMEY3O6AI4RG595BFP4B72DC,A1PLZ0172SZAO1,Approved,Thu Apr 16 16:05:28 PDT 2015,Thu Apr 16 16:07:54 PDT 2015,Thu Apr 16 16:17:54 PDT 2015,2015-04-16 23:18:09 UTC,,,146,100% (2/2),100% (2/2),100% (2/2),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.",Fantastic|Good for the workers|I don't think 90c more per hour will make better workers join,,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3GNCZX450IMM0AGY94PJBNFCUIYPAG,A2GQLW59SKDSJ6,Approved,Thu Apr 16 15:39:15 PDT 2015,Thu Apr 16 15:40:19 PDT 2015,Thu Apr 16 15:50:19 PDT 2015,2015-04-16 22:53:08 UTC,,,64,100% (14/14),100% (14/14),100% (14/14),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","I feel as if these workers need to have a slight pay bump to make living and existing easier.|I wonder what this impact will be on the economy. |Although I believe everyone deserves to make a living wage, I fear for increasing the minimum wage too much.",,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3PMBY0YE272P12XPCTPDVS5LPH09C6,AR7DGMRC1N0AV,Approved,Thu Apr 16 15:11:02 PDT 2015,Thu Apr 16 15:11:52 PDT 2015,Thu Apr 16 15:21:52 PDT 2015,2015-04-16 22:23:08 UTC,,,50,100% (4/4),100% (4/4),100% (4/4),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.",It makes me hungry automatically.|Makes me think they're pandering to protesters and not doing all they could - annoyed|,,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3VNXK88KKCHL0B3P3AKILKTAAOG9V5,AAXYYH9MI3PJM,Approved,Thu Apr 16 15:14:50 PDT 2015,Thu Apr 16 15:16:39 PDT 2015,Thu Apr 16 15:26:39 PDT 2015,2015-04-16 22:28:08 UTC,,,109,100% (15/15),100% (15/15),100% (15/15),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.",Interesting. I doubt it will work though but nice try McDonalds.|Confusion. Why is it doing that now though?|Wonder what the deal is with this. Like what is their game plan,,
3CZH926SIBD1EBDX1NUFFOZNSD3E4U,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3YDGXNSEOZTMST10EMDHCYYMDY5483,A1C0H8G0YI15MN,Approved,Thu Apr 16 15:52:19 PDT 2015,Thu Apr 16 15:59:14 PDT 2015,Thu Apr 16 16:09:14 PDT 2015,2015-04-16 23:13:09 UTC,,,415,100% (13/13),100% (13/13),100% (13/13),McDonaldâ€™s Raising Wages 10% To Attract Better Workers,"McDonaldâ€™s has announced that beginning July 1, it is raising employee wages at corporate-owned locations 10 percent, from an average of $9.01 per hour to an average of $9.90 per hour, which experts say will help it attract better and more sought-after employees.","Pleasure that the free market is working.  Employee turnover and incompetence can be more costly than higher wages.|Pleasure that McDonald's is shrewd enough to make this a public announcement to benefit from the publicity which in turn will attract applicants. |We are a consumer driven economy.  There is no danger that these jobs will be exported to foreign countries.  The McDonald's employees are consumers and will be able to consume more, thus helping our economy.  I have had an organization with 3000 employees with high turnover.  I raised wages, lowered turnover and therefore lowered costs.  It might be counter intuitive to some, but it can happen.",,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,31N2WW6R9RPAPCSJMME4CLN2M2L3FX,A2NQT50GA2G1B0,Approved,Thu Apr 16 15:39:14 PDT 2015,Thu Apr 16 15:40:01 PDT 2015,Thu Apr 16 15:50:01 PDT 2015,2015-04-16 22:53:08 UTC,,,47,100% (15/15),100% (15/15),100% (15/15),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",I want a Tissue attendant.|This just crazy.|I need someone to put my shoes onl.,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,31UV0MXWNQBXDIHD1D8IUFYEGQA5IM,A1GRN111GB7MPR,Approved,Thu Apr 16 17:07:06 PDT 2015,Thu Apr 16 17:09:03 PDT 2015,Thu Apr 16 17:19:03 PDT 2015,2015-04-17 00:23:08 UTC,,,117,100% (1/1),100% (1/1),100% (1/1),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.","This is ridiculous|One Direction fans need to ""get a life"". there are more important things happening in the world.|This is not relevant to me",,
